city,date,min_temp,max_temp,weather,rp,rainfall
Nouakchott (Mauritania),2025-06-13,20.81°C,22.82°C,약간의 구름이 낀 하늘,0%,0mm
Nouakchott (Mauritania),2025-06-14,20.57°C,22.71°C,약간의 구름이 낀 하늘,0%,0mm
Nouakchott (Mauritania),2025-06-15,20.46°C,22.47°C,약간의 구름이 낀 하늘,0%,0mm
Nouakchott (Mauritania),2025-06-16,20.27°C,22.51°C,맑음,0%,0mm
Nouakchott (Mauritania),2025-06-17,20.22°C,22.38°C,튼구름,0%,0mm
Nouakchott (Mauritania),2025-06-18,20.44°C,22.86°C,온흐림,0%,0mm
Port Louis (Mauritius),2025-06-12,20.72°C,25.87°C,구름조금,19%,0mm
Port Louis (Mauritius),2025-06-13,20.52°C,25.76°C,맑음,7%,0mm
Port Louis (Mauritius),2025-06-14,21.59°C,23.66°C,실 비,89%,1.45mm
Port Louis (Mauritius),2025-06-15,21.21°C,23.9°C,실 비,23%,0.17mm
Port Louis (Mauritius),2025-06-16,21.01°C,23.34°C,실 비,61%,1.05mm
Port Louis (Mauritius),2025-06-17,21.22°C,24.38°C,실 비,77%,1.37mm
Port Louis (Mauritius),2025-06-18,21.42°C,25.15°C,실 비,49%,0.9mm
Mamoudzou (Mayotte),2025-06-12,25.1°C,26.71°C,맑음,16%,0mm
Mamoudzou (Mayotte),2025-06-13,25.64°C,26.55°C,실 비,74%,1.35mm
Mamoudzou (Mayotte),2025-06-14,25.99°C,26.61°C,약간의 구름이 낀 하늘,14%,0mm
Mamoudzou (Mayotte),2025-06-15,25.36°C,26.98°C,실 비,20%,0.12mm
Mamoudzou (Mayotte),2025-06-16,25.15°C,26.36°C,실 비,60%,2.84mm
Mamoudzou (Mayotte),2025-06-17,24.94°C,25.86°C,실 비,23%,0.19mm
Mamoudzou (Mayotte),2025-06-18,24.79°C,25.77°C,실 비,44%,1.7mm
Ciudad de México (Mexico City) (Mexico),2025-06-12,17.45°C,26.51°C,보통 비,100%,11.22mm
Ciudad de México (Mexico City) (Mexico),2025-06-13,17.49°C,24.45°C,보통 비,100%,18.72mm
Ciudad de México (Mexico City) (Mexico),2025-06-14,16.19°C,22.11°C,보통 비,100%,14.41mm
Ciudad de México (Mexico City) (Mexico),2025-06-15,16.66°C,22.72°C,보통 비,100%,15.57mm
Ciudad de México (Mexico City) (Mexico),2025-06-16,15.71°C,19.06°C,보통 비,100%,26.24mm
Ciudad de México (Mexico City) (Mexico),2025-06-17,15.6°C,22.25°C,강한 비,100%,20.43mm
Ciudad de México (Mexico City) (Mexico),2025-06-18,15.44°C,20.17°C,보통 비,100%,14.16mm
Palikir (Micronesia (Fed. States of)),2025-06-12,27.89°C,28.19°C,실 비,100%,4.56mm
Palikir (Micronesia (Fed. States of)),2025-06-13,27.84°C,28.3°C,실 비,97%,3.8mm
Palikir (Micronesia (Fed. States of)),2025-06-14,27.71°C,28.14°C,실 비,100%,6.67mm
Palikir (Micronesia (Fed. States of)),2025-06-15,27.82°C,28.29°C,실 비,100%,2.75mm
Palikir (Micronesia (Fed. States of)),2025-06-16,26.58°C,28.02°C,보통 비,100%,20.94mm
Palikir (Micronesia (Fed. States of)),2025-06-17,26.58°C,27.72°C,실 비,95%,3.68mm
Palikir (Micronesia (Fed. States of)),2025-06-18,27.58°C,28.1°C,실 비,73%,0.7mm
Monaco (Monaco),2025-06-12,22.06°C,24.89°C,맑음,15%,0mm
Monaco (Monaco),2025-06-13,23°C,26.02°C,맑음,0%,0mm
Monaco (Monaco),2025-06-14,23.8°C,25.83°C,맑음,1%,0mm
Monaco (Monaco),2025-06-15,22.59°C,24.98°C,실 비,20%,0.13mm
Monaco (Monaco),2025-06-16,22.67°C,25.97°C,실 비,61%,0.24mm
Monaco (Monaco),2025-06-17,24.21°C,26.58°C,실 비,65%,1.38mm
Monaco (Monaco),2025-06-18,24.57°C,25.33°C,튼구름,0%,0mm
Ulaanbaatar (Mongolia),2025-06-12,9.44°C,20.6°C,실 비,100%,0.68mm
Ulaanbaatar (Mongolia),2025-06-13,11.12°C,15.65°C,튼구름,76%,0mm
Ulaanbaatar (Mongolia),2025-06-14,6.09°C,17.34°C,구름조금,0%,0mm
Ulaanbaatar (Mongolia),2025-06-15,8.37°C,21.04°C,구름조금,0%,0mm
Ulaanbaatar (Mongolia),2025-06-16,12.19°C,25.28°C,실 비,20%,0.12mm
Ulaanbaatar (Mongolia),2025-06-17,7.67°C,22.24°C,실 비,100%,1.71mm
Ulaanbaatar (Mongolia),2025-06-18,6.06°C,12.85°C,약간의 구름이 낀 하늘,0%,0mm
Podgorica (Montenegro),2025-06-12,18.56°C,29.42°C,맑음,0%,0mm
Podgorica (Montenegro),2025-06-13,20.42°C,30.04°C,실 비,83%,0.81mm
Podgorica (Montenegro),2025-06-14,18°C,29.34°C,맑음,0%,0mm
Podgorica (Montenegro),2025-06-15,15.82°C,27.88°C,맑음,0%,0mm
Podgorica (Montenegro),2025-06-16,18.35°C,28.77°C,맑음,0%,0mm
Podgorica (Montenegro),2025-06-17,19.42°C,30.75°C,맑음,0%,0mm
Podgorica (Montenegro),2025-06-18,18.44°C,30.04°C,맑음,0%,0mm
Brades Estate (Montserrat),2025-06-13,25.85°C,26.43°C,실 비,82%,0.63mm
Brades Estate (Montserrat),2025-06-14,25.81°C,26.36°C,실 비,92%,0.27mm
Brades Estate (Montserrat),2025-06-15,25.98°C,26.4°C,온흐림,0%,0mm
Brades Estate (Montserrat),2025-06-16,26.2°C,26.43°C,실 비,20%,0.29mm
Brades Estate (Montserrat),2025-06-17,26.06°C,26.51°C,실 비,20%,0.21mm
Brades Estate (Montserrat),2025-06-18,26.2°C,26.64°C,실 비,20%,0.12mm
Brades Estate (Montserrat),2025-06-19,26.12°C,26.49°C,실 비,20%,0.12mm
Rabat (Morocco),2025-06-12,17.78°C,22.11°C,맑음,0%,0mm
Rabat (Morocco),2025-06-13,18.57°C,22.65°C,구름조금,0%,0mm
Rabat (Morocco),2025-06-14,20.21°C,22.58°C,튼구름,0%,0mm
Rabat (Morocco),2025-06-15,20.36°C,25.76°C,구름조금,0%,0mm
Rabat (Morocco),2025-06-16,21.28°C,23.92°C,구름조금,0%,0mm
Rabat (Morocco),2025-06-17,21.4°C,24.08°C,약간의 구름이 낀 하늘,0%,0mm
Rabat (Morocco),2025-06-18,21.67°C,28.32°C,온흐림,0%,0mm
Maputo (Mozambique),2025-06-12,13.59°C,23.54°C,맑음,7%,0mm
Maputo (Mozambique),2025-06-13,14.49°C,23.21°C,실 비,32%,0.45mm
Maputo (Mozambique),2025-06-14,15.23°C,23.22°C,실 비,45%,1mm
Maputo (Mozambique),2025-06-15,17.5°C,21.94°C,실 비,35%,0.31mm
Maputo (Mozambique),2025-06-16,16.11°C,26.1°C,튼구름,0%,0mm
Maputo (Mozambique),2025-06-17,16.25°C,28.59°C,맑음,0%,0mm
Maputo (Mozambique),2025-06-18,16.97°C,29.58°C,맑음,0%,0mm
Nay Pyi Taw (Myanmar),2025-06-12,23.41°C,28.94°C,보통 비,100%,9.61mm
Nay Pyi Taw (Myanmar),2025-06-13,23.85°C,31.43°C,보통 비,100%,9.2mm
Nay Pyi Taw (Myanmar),2025-06-14,23.8°C,31.56°C,보통 비,100%,7.08mm
Nay Pyi Taw (Myanmar),2025-06-15,24.46°C,29.29°C,보통 비,100%,13.64mm
Nay Pyi Taw (Myanmar),2025-06-16,24.23°C,28.05°C,보통 비,100%,8.03mm
Nay Pyi Taw (Myanmar),2025-06-17,23.72°C,26.85°C,보통 비,100%,14.73mm
Nay Pyi Taw (Myanmar),2025-06-18,23.24°C,24.12°C,보통 비,100%,24.57mm
Windhoek (Namibia),2025-06-12,5.09°C,18.54°C,온흐림,0%,0mm
Windhoek (Namibia),2025-06-13,6.89°C,20.32°C,맑음,0%,0mm
Windhoek (Namibia),2025-06-14,8.89°C,20.66°C,맑음,0%,0mm
Windhoek (Namibia),2025-06-15,9.41°C,20.44°C,맑음,0%,0mm
Windhoek (Namibia),2025-06-16,9.49°C,20.72°C,맑음,0%,0mm
Windhoek (Namibia),2025-06-17,9.6°C,21.3°C,맑음,0%,0mm
Windhoek (Namibia),2025-06-18,9.64°C,21.78°C,맑음,0%,0mm
Nauru (Nauru),2025-06-12,28.13°C,28.5°C,약간의 구름이 낀 하늘,50%,0mm
Nauru (Nauru),2025-06-13,28.29°C,28.5°C,맑음,45%,0mm
Nauru (Nauru),2025-06-14,27.94°C,28.36°C,실 비,82%,1.51mm
Nauru (Nauru),2025-06-15,27.59°C,28.14°C,실 비,100%,7.58mm
Nauru (Nauru),2025-06-16,27.61°C,28.25°C,실 비,82%,2.66mm
Nauru (Nauru),2025-06-17,27.88°C,28.4°C,실 비,74%,0.49mm
Nauru (Nauru),2025-06-18,27.47°C,28.11°C,실 비,95%,1.78mm
Kathmandu (Nepal),2025-06-12,21.72°C,28.51°C,보통 비,100%,17.24mm
Kathmandu (Nepal),2025-06-13,21°C,24.62°C,보통 비,100%,26.33mm
Kathmandu (Nepal),2025-06-14,20.9°C,26.15°C,실 비,98%,6.17mm
Kathmandu (Nepal),2025-06-15,21.16°C,23.88°C,강한 비,100%,21.03mm
Kathmandu (Nepal),2025-06-16,21.21°C,25.13°C,보통 비,100%,16.68mm
Kathmandu (Nepal),2025-06-17,21.03°C,26.21°C,보통 비,100%,20.31mm
Kathmandu (Nepal),2025-06-18,20.53°C,24.15°C,보통 비,100%,14.25mm
Amsterdam (Netherlands),2025-06-12,11.57°C,26.69°C,구름조금,0%,0mm
Amsterdam (Netherlands),2025-06-13,17.36°C,30.82°C,튼구름,10%,0mm
Amsterdam (Netherlands),2025-06-14,16.07°C,25.3°C,보통 비,100%,4.41mm
Amsterdam (Netherlands),2025-06-15,13.92°C,20.03°C,실 비,20%,0.15mm
Amsterdam (Netherlands),2025-06-16,13.55°C,20.98°C,구름조금,0%,0mm
Amsterdam (Netherlands),2025-06-17,13.47°C,25.74°C,맑음,0%,0mm
Amsterdam (Netherlands),2025-06-18,13.57°C,18.86°C,온흐림,0%,0mm
Nouméa (New Caledonia),2025-06-12,21.99°C,23.12°C,실 비,100%,1.54mm
Nouméa (New Caledonia),2025-06-13,19.6°C,24.15°C,보통 비,100%,10.94mm
Nouméa (New Caledonia),2025-06-14,19.6°C,21.33°C,강한 비,100%,56.07mm
Nouméa (New Caledonia),2025-06-15,21.39°C,22.95°C,실 비,100%,6.21mm
Nouméa (New Caledonia),2025-06-16,20.47°C,22.8°C,실 비,20%,0.12mm
Nouméa (New Caledonia),2025-06-17,20.46°C,22.03°C,실 비,20%,0.36mm
Nouméa (New Caledonia),2025-06-18,19.81°C,22.69°C,실 비,21%,0.93mm
Wellington (New Zealand),2025-06-12,10.68°C,13.62°C,실 비,42%,0.44mm
Wellington (New Zealand),2025-06-13,9.47°C,11.37°C,보통 비,100%,3.76mm
Wellington (New Zealand),2025-06-14,9.04°C,10.53°C,실 비,100%,0.87mm
Wellington (New Zealand),2025-06-15,8.57°C,10.67°C,실 비,100%,2.65mm
Wellington (New Zealand),2025-06-16,8.35°C,9.7°C,실 비,100%,3.35mm
Wellington (New Zealand),2025-06-17,9.38°C,11.41°C,실 비,89%,2.19mm
Wellington (New Zealand),2025-06-18,8.6°C,11.76°C,맑음,0%,0mm
Managua (Nicaragua),2025-06-12,25°C,29.71°C,실 비,28%,0.39mm
Managua (Nicaragua),2025-06-13,24.12°C,29.32°C,실 비,87%,1.55mm
Managua (Nicaragua),2025-06-14,24.01°C,27.27°C,보통 비,97%,5.8mm
Managua (Nicaragua),2025-06-15,23.6°C,26.18°C,강한 비,100%,40.75mm
Managua (Nicaragua),2025-06-16,23.62°C,28.77°C,강한 비,100%,28.55mm
Managua (Nicaragua),2025-06-17,24.18°C,28.53°C,보통 비,100%,13.92mm
Managua (Nicaragua),2025-06-18,22.98°C,24.41°C,매우 강한 비,100%,194.91mm
Niamey (Niger),2025-06-12,27.67°C,36.45°C,실 비,56%,0.72mm
Niamey (Niger),2025-06-13,29.07°C,38.99°C,튼구름,0%,0mm
Niamey (Niger),2025-06-14,29.82°C,39.85°C,실 비,97%,0.92mm
Niamey (Niger),2025-06-15,29.61°C,35.24°C,실 비,45%,1.03mm
Niamey (Niger),2025-06-16,29.18°C,36.77°C,실 비,100%,3.66mm
Niamey (Niger),2025-06-17,28.11°C,38.45°C,실 비,23%,0.57mm
Niamey (Niger),2025-06-18,30.8°C,40.64°C,구름조금,0%,0mm
Abuja (Nigeria),2025-06-12,22.96°C,29.86°C,보통 비,94%,5.84mm
Abuja (Nigeria),2025-06-13,22.03°C,33.19°C,보통 비,86%,4.61mm
Abuja (Nigeria),2025-06-14,22.25°C,29.89°C,보통 비,100%,8.9mm
Abuja (Nigeria),2025-06-15,22.1°C,27.62°C,실 비,100%,1.62mm
Abuja (Nigeria),2025-06-16,21.98°C,27.03°C,실 비,95%,3.53mm
Abuja (Nigeria),2025-06-17,21.26°C,29.58°C,실 비,72%,3.03mm
Abuja (Nigeria),2025-06-18,22.24°C,27.33°C,보통 비,100%,6.74mm
Alofi (Niue),2025-06-12,23.9°C,24.68°C,구름조금,0%,0mm
Alofi (Niue),2025-06-13,23.91°C,24.8°C,튼구름,0%,0mm
Alofi (Niue),2025-06-14,24.06°C,24.61°C,튼구름,0%,0mm
Alofi (Niue),2025-06-15,24.01°C,24.76°C,튼구름,0%,0mm
Alofi (Niue),2025-06-16,23.88°C,25.21°C,실 비,20%,0.23mm
Alofi (Niue),2025-06-17,24.89°C,25.41°C,실 비,30%,0.39mm
Alofi (Niue),2025-06-18,23.23°C,25.06°C,실 비,78%,1.11mm
Saipan (Northern Mariana Islands),2025-06-12,28.27°C,29.21°C,보통 비,100%,10.59mm
Saipan (Northern Mariana Islands),2025-06-13,28.73°C,29.19°C,실 비,100%,5.07mm
Saipan (Northern Mariana Islands),2025-06-14,28.33°C,28.93°C,실 비,100%,3.12mm
Saipan (Northern Mariana Islands),2025-06-15,28.25°C,29.03°C,실 비,72%,0.95mm
Saipan (Northern Mariana Islands),2025-06-16,28.02°C,28.84°C,실 비,49%,1.18mm
Saipan (Northern Mariana Islands),2025-06-17,28.13°C,28.74°C,실 비,100%,3.3mm
Saipan (Northern Mariana Islands),2025-06-18,28.27°C,28.93°C,실 비,100%,5.22mm
Oslo (Norway),2025-06-12,6.98°C,21.58°C,약간의 구름이 낀 하늘,0%,0mm
Oslo (Norway),2025-06-13,8.01°C,22.13°C,맑음,0%,0mm
Oslo (Norway),2025-06-14,9.21°C,23.4°C,구름조금,0%,0mm
Oslo (Norway),2025-06-15,9.88°C,21.92°C,온흐림,0%,0mm
Oslo (Norway),2025-06-16,13.58°C,23.43°C,온흐림,0%,0mm
Oslo (Norway),2025-06-17,11.43°C,24.28°C,튼구름,0%,0mm
Oslo (Norway),2025-06-18,9.52°C,16.75°C,실 비,78%,1.71mm
Masqat (Muscat) (Oman),2025-06-12,31.85°C,38.45°C,맑음,0%,0mm
Masqat (Muscat) (Oman),2025-06-13,32.6°C,39.31°C,맑음,0%,0mm
Masqat (Muscat) (Oman),2025-06-14,33.41°C,38.92°C,맑음,0%,0mm
Masqat (Muscat) (Oman),2025-06-15,32.54°C,38.82°C,맑음,0%,0mm
Masqat (Muscat) (Oman),2025-06-16,32.76°C,39.01°C,맑음,0%,0mm
Masqat (Muscat) (Oman),2025-06-17,31.32°C,38.34°C,맑음,0%,0mm
Masqat (Muscat) (Oman),2025-06-18,30°C,34.97°C,맑음,0%,0mm
Islamabad (Pakistan),2025-06-12,33.15°C,45.82°C,맑음,0%,0mm
Islamabad (Pakistan),2025-06-13,33.94°C,45.87°C,맑음,0%,0mm
Islamabad (Pakistan),2025-06-14,33.16°C,45.96°C,구름조금,0%,0mm
Islamabad (Pakistan),2025-06-15,33.19°C,45.88°C,맑음,0%,0mm
Islamabad (Pakistan),2025-06-16,31.43°C,45.25°C,구름조금,0%,0mm
Islamabad (Pakistan),2025-06-17,33.22°C,46.02°C,맑음,0%,0mm
Islamabad (Pakistan),2025-06-18,34.2°C,48.06°C,맑음,0%,0mm
Koror (Palau),2025-06-12,27.52°C,28.86°C,보통 비,100%,15.4mm
Koror (Palau),2025-06-13,26.75°C,29.77°C,보통 비,100%,26.8mm
Koror (Palau),2025-06-14,26.22°C,26.91°C,보통 비,100%,39.77mm
Koror (Palau),2025-06-15,25.88°C,28.51°C,보통 비,100%,12.33mm
Koror (Palau),2025-06-16,26.59°C,28.68°C,보통 비,100%,5.99mm
Koror (Palau),2025-06-17,27.73°C,28.81°C,실 비,100%,3.33mm
Koror (Palau),2025-06-18,27.12°C,28.81°C,실 비,100%,8.01mm
Ciudad de Panamá (Panama City) (Panama),2025-06-12,24.52°C,30.54°C,보통 비,100%,20.82mm
Ciudad de Panamá (Panama City) (Panama),2025-06-13,23.23°C,28.45°C,실 비,100%,1.06mm
Ciudad de Panamá (Panama City) (Panama),2025-06-14,23.9°C,28.64°C,보통 비,100%,13.42mm
Ciudad de Panamá (Panama City) (Panama),2025-06-15,23.68°C,25.87°C,보통 비,100%,11.16mm
Ciudad de Panamá (Panama City) (Panama),2025-06-16,23.57°C,27.67°C,보통 비,100%,6.92mm
Ciudad de Panamá (Panama City) (Panama),2025-06-17,24.46°C,28.17°C,실 비,100%,4.59mm
Ciudad de Panamá (Panama City) (Panama),2025-06-18,24.71°C,28.25°C,실 비,100%,3.69mm
Port Moresby (Papua New Guinea),2025-06-12,24.73°C,27.74°C,보통 비,100%,6.75mm
Port Moresby (Papua New Guinea),2025-06-13,24.36°C,28.16°C,보통 비,100%,4.8mm
Port Moresby (Papua New Guinea),2025-06-14,24.06°C,27.83°C,실 비,100%,3.39mm
Port Moresby (Papua New Guinea),2025-06-15,24.22°C,28.13°C,실 비,56%,0.39mm
Port Moresby (Papua New Guinea),2025-06-16,24.29°C,27.37°C,실 비,76%,0.9mm
Port Moresby (Papua New Guinea),2025-06-17,23.67°C,28.22°C,보통 비,100%,8.4mm
Port Moresby (Papua New Guinea),2025-06-18,24.39°C,27.37°C,실 비,39%,0.3mm
Asunción (Paraguay),2025-06-13,9.17°C,22.27°C,구름조금,0%,0mm
Asunción (Paraguay),2025-06-14,16.44°C,22.4°C,실 비,20%,0.12mm
Asunción (Paraguay),2025-06-15,15.6°C,19.08°C,보통 비,100%,13.66mm
Asunción (Paraguay),2025-06-16,13.88°C,20.85°C,실 비,20%,0.1mm
Asunción (Paraguay),2025-06-17,17.28°C,24.48°C,강한 비,100%,44.91mm
Asunción (Paraguay),2025-06-18,16.65°C,19.01°C,실 비,100%,2.37mm
Asunción (Paraguay),2025-06-19,15.94°C,19.47°C,실 비,100%,4.41mm
Lima (Peru),2025-06-12,17.61°C,23.2°C,구름조금,0%,0mm
Lima (Peru),2025-06-13,17.71°C,19.93°C,튼구름,0%,0mm
Lima (Peru),2025-06-14,16.93°C,18.47°C,온흐림,0%,0mm
Lima (Peru),2025-06-15,17.12°C,19.55°C,온흐림,0%,0mm
Lima (Peru),2025-06-16,17.11°C,20.03°C,튼구름,0%,0mm
Lima (Peru),2025-06-17,16.73°C,19.47°C,튼구름,0%,0mm
Lima (Peru),2025-06-18,16.69°C,19.87°C,구름조금,0%,0mm
Manila (Philippines),2025-06-12,25.76°C,27.58°C,보통 비,100%,32.38mm
Manila (Philippines),2025-06-13,25.67°C,27.67°C,보통 비,100%,6.81mm
Manila (Philippines),2025-06-14,25.9°C,28.9°C,보통 비,100%,10.38mm
Manila (Philippines),2025-06-15,26.2°C,31.42°C,실 비,33%,0.21mm
Manila (Philippines),2025-06-16,27.35°C,30.99°C,실 비,98%,3.69mm
Manila (Philippines),2025-06-17,28.04°C,31.23°C,보통 비,100%,4.14mm
Manila (Philippines),2025-06-18,27.55°C,30.44°C,보통 비,100%,14.22mm
Warszawa (Warsaw) (Poland),2025-06-12,9.31°C,19.68°C,맑음,0%,0mm
Warszawa (Warsaw) (Poland),2025-06-13,8.8°C,18.77°C,구름조금,0%,0mm
Warszawa (Warsaw) (Poland),2025-06-14,11.65°C,24.35°C,맑음,0%,0mm
Warszawa (Warsaw) (Poland),2025-06-15,15.76°C,26.6°C,맑음,0%,0mm
Warszawa (Warsaw) (Poland),2025-06-16,15.95°C,21.42°C,실 비,100%,2.28mm
Warszawa (Warsaw) (Poland),2025-06-17,14.43°C,22.86°C,구름조금,0%,0mm
Warszawa (Warsaw) (Poland),2025-06-18,13.61°C,27.37°C,보통 비,100%,4.41mm
Lisboa (Lisbon) (Portugal),2025-06-12,16.77°C,23.07°C,온흐림,0%,0mm
Lisboa (Lisbon) (Portugal),2025-06-13,16.97°C,25.16°C,온흐림,0%,0mm
Lisboa (Lisbon) (Portugal),2025-06-14,15.84°C,24.5°C,튼구름,0%,0mm
Lisboa (Lisbon) (Portugal),2025-06-15,15.65°C,27.44°C,맑음,0%,0mm
Lisboa (Lisbon) (Portugal),2025-06-16,18.76°C,30.53°C,맑음,0%,0mm
Lisboa (Lisbon) (Portugal),2025-06-17,21.05°C,30.55°C,맑음,0%,0mm
Lisboa (Lisbon) (Portugal),2025-06-18,19.56°C,31.51°C,튼구름,0%,0mm
San Juan (Puerto Rico),2025-06-13,24.9°C,29.82°C,실 비,98%,2.01mm
San Juan (Puerto Rico),2025-06-14,24.67°C,30.05°C,실 비,90%,0.78mm
San Juan (Puerto Rico),2025-06-15,25.29°C,30.05°C,실 비,36%,0.54mm
San Juan (Puerto Rico),2025-06-16,24.6°C,29.97°C,실 비,85%,1.19mm
San Juan (Puerto Rico),2025-06-17,24.66°C,29.83°C,실 비,77%,1.44mm
San Juan (Puerto Rico),2025-06-18,25.05°C,30.72°C,실 비,85%,1.2mm
San Juan (Puerto Rico),2025-06-19,25.89°C,29.8°C,실 비,100%,2.4mm
Ad-Dawhah (Doha) (Qatar),2025-06-12,29.97°C,39.68°C,맑음,0%,0mm
Ad-Dawhah (Doha) (Qatar),2025-06-13,31.12°C,41.37°C,맑음,0%,0mm
Ad-Dawhah (Doha) (Qatar),2025-06-14,31.59°C,41.28°C,맑음,0%,0mm
Ad-Dawhah (Doha) (Qatar),2025-06-15,31.99°C,43.48°C,맑음,0%,0mm
Ad-Dawhah (Doha) (Qatar),2025-06-16,31.34°C,41.73°C,맑음,0%,0mm
Ad-Dawhah (Doha) (Qatar),2025-06-17,33.46°C,37.95°C,맑음,0%,0mm
Ad-Dawhah (Doha) (Qatar),2025-06-18,33.47°C,39.18°C,맑음,0%,0mm
Seoul (Republic of Korea),2025-06-12,19.58°C,32.15°C,맑음,0%,0mm
Seoul (Republic of Korea),2025-06-13,20.48°C,30.55°C,구름조금,0%,0mm
Seoul (Republic of Korea),2025-06-14,21.48°C,27.49°C,실 비,47%,0.23mm
Seoul (Republic of Korea),2025-06-15,22.56°C,31.2°C,실 비,100%,2.69mm
Seoul (Republic of Korea),2025-06-16,20.74°C,22.67°C,강한 비,100%,39.41mm
Seoul (Republic of Korea),2025-06-17,20.44°C,29.83°C,실 비,20%,0.12mm
Seoul (Republic of Korea),2025-06-18,20.96°C,30.78°C,맑음,0%,0mm
Chişinău (Republic of Moldova),2025-06-12,13.06°C,22.21°C,튼구름,46%,0mm
Chişinău (Republic of Moldova),2025-06-13,12.37°C,20.02°C,맑음,0%,0mm
Chişinău (Republic of Moldova),2025-06-14,13.5°C,21.86°C,실 비,75%,1.3mm
Chişinău (Republic of Moldova),2025-06-15,13.79°C,23.9°C,실 비,20%,0.22mm
Chişinău (Republic of Moldova),2025-06-16,15.32°C,26.89°C,맑음,0%,0mm
Chişinău (Republic of Moldova),2025-06-17,17.39°C,25.3°C,튼구름,3%,0mm
Chişinău (Republic of Moldova),2025-06-18,15.07°C,26.31°C,맑음,0%,0mm
Saint-Denis (Réunion),2025-06-12,21.41°C,24.77°C,맑음,4%,0mm
Saint-Denis (Réunion),2025-06-13,21.64°C,24.66°C,구름조금,24%,0mm
Saint-Denis (Réunion),2025-06-14,21.89°C,24.27°C,실 비,25%,0.54mm
Saint-Denis (Réunion),2025-06-15,21.1°C,24.25°C,튼구름,24%,0mm
Saint-Denis (Réunion),2025-06-16,20.06°C,22.73°C,구름조금,26%,0mm
Saint-Denis (Réunion),2025-06-17,20.24°C,23.67°C,실 비,32%,0.23mm
Saint-Denis (Réunion),2025-06-18,20.96°C,24.62°C,실 비,64%,1.41mm
Bucuresti (Bucharest) (Romania),2025-06-12,16.84°C,25.77°C,실 비,24%,0.1mm
Bucuresti (Bucharest) (Romania),2025-06-13,16.73°C,27.25°C,실 비,96%,0.52mm
Bucuresti (Bucharest) (Romania),2025-06-14,14.62°C,23.09°C,실 비,100%,0.68mm
Bucuresti (Bucharest) (Romania),2025-06-15,15.26°C,27.64°C,실 비,37%,0.27mm
Bucuresti (Bucharest) (Romania),2025-06-16,19.74°C,29.5°C,맑음,0%,0mm
Bucuresti (Bucharest) (Romania),2025-06-17,20.42°C,29.49°C,실 비,68%,0.66mm
Bucuresti (Bucharest) (Romania),2025-06-18,18.4°C,28.56°C,실 비,100%,2.82mm
Moskva (Moscow) (Russian Federation),2025-06-12,14.27°C,21.1°C,튼구름,0%,0mm
Moskva (Moscow) (Russian Federation),2025-06-13,13.66°C,19.15°C,보통 비,100%,10.76mm
Moskva (Moscow) (Russian Federation),2025-06-14,12.38°C,14.55°C,보통 비,100%,7.01mm
Moskva (Moscow) (Russian Federation),2025-06-15,12.43°C,21.68°C,온흐림,0%,0mm
Moskva (Moscow) (Russian Federation),2025-06-16,15.86°C,21.73°C,실 비,100%,0.84mm
Moskva (Moscow) (Russian Federation),2025-06-17,12.69°C,21.61°C,실 비,100%,2.97mm
Moskva (Moscow) (Russian Federation),2025-06-18,14.87°C,21.42°C,보통 비,100%,11.28mm
Kigali (Rwanda),2025-06-12,13.3°C,24°C,튼구름,20%,0mm
Kigali (Rwanda),2025-06-13,13.38°C,23.59°C,맑음,0%,0mm
Kigali (Rwanda),2025-06-14,12.78°C,23.7°C,맑음,0%,0mm
Kigali (Rwanda),2025-06-15,12.61°C,23.38°C,맑음,0%,0mm
Kigali (Rwanda),2025-06-16,12.34°C,23.76°C,구름조금,0%,0mm
Kigali (Rwanda),2025-06-17,12.5°C,23.84°C,튼구름,3%,0mm
Kigali (Rwanda),2025-06-18,13.21°C,25.57°C,실 비,44%,0.13mm
Jamestown (Saint Helena),2025-06-12,18.16°C,19.11°C,튼구름,0%,0mm
Jamestown (Saint Helena),2025-06-13,18.28°C,18.84°C,실 비,20%,0.13mm
Jamestown (Saint Helena),2025-06-14,18.23°C,18.76°C,실 비,20%,0.11mm
Jamestown (Saint Helena),2025-06-15,18.29°C,18.91°C,튼구름,0%,0mm
Jamestown (Saint Helena),2025-06-16,18.73°C,19.16°C,실 비,23%,0.35mm
Jamestown (Saint Helena),2025-06-17,18.68°C,19.32°C,실 비,38%,1.6mm
Jamestown (Saint Helena),2025-06-18,18.76°C,19.53°C,실 비,35%,1.39mm
Basseterre (Saint Kitts and Nevis),2025-06-13,26.24°C,26.78°C,실 비,20%,0.4mm
Basseterre (Saint Kitts and Nevis),2025-06-14,25.86°C,26.7°C,실 비,100%,1.76mm
Basseterre (Saint Kitts and Nevis),2025-06-15,26.27°C,26.83°C,실 비,20%,0.33mm
Basseterre (Saint Kitts and Nevis),2025-06-16,26.32°C,26.93°C,실 비,70%,1.34mm
Basseterre (Saint Kitts and Nevis),2025-06-17,26.43°C,26.82°C,실 비,69%,0.81mm
Basseterre (Saint Kitts and Nevis),2025-06-18,26.24°C,26.96°C,실 비,20%,0.48mm
Basseterre (Saint Kitts and Nevis),2025-06-19,26.29°C,26.8°C,실 비,37%,0.57mm
Castries (Saint Lucia),2025-06-13,24.67°C,27.13°C,보통 비,100%,11.16mm
Castries (Saint Lucia),2025-06-14,25.65°C,28.13°C,온흐림,18%,0mm
